CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13223,199,2,163.20000000000002,2,Low-Value Customers
13224,59,2,2155.95,0,Regular Customers
13225,2,7,6463.84,0,Regular Customers
13226,272,1,108.21,2,Low-Value Customers
13227,201,1,257.7,2,Low-Value Customers
13228,80,1,358.0,0,Regular Customers
13229,225,1,160.95,2,Low-Value Customers
13230,3,14,2755.63,0,Regular Customers
13232,12,7,1328.35,0,Regular Customers
13233,73,2,605.12,0,Regular Customers
13235,211,1,1031.07,2,Low-Value Customers
13236,24,2,744.85,0,Regular Customers
13238,16,4,700.73,0,Regular Customers
13239,261,1,329.56,2,Low-Value Customers
13240,95,4,663.65,0,Regular Customers
13242,111,3,270.40000000000003,0,Regular Customers
13243,202,1,585.12,2,Low-Value Customers
13244,92,1,121.74,0,Regular Customers
13245,50,1,430.5,0,Regular Customers
13246,17,6,1961.52,0,Regular Customers
13247,17,4,501.12,0,Regular Customers
13248,124,2,465.68,0,Regular Customers
13249,91,3,711.41,0,Regular Customers
13253,156,2,1030.4,2,Low-Value Customers
13255,8,2,399.51,0,Regular Customers
13258,11,3,672.83,0,Regular Customers
13259,61,1,283.18,0,Regular Customers
13260,60,1,557.62,0,Regular Customers
13261,268,2,944.1,2,Low-Value Customers
13262,262,1,200.29,2,Low-Value Customers
13263,0,35,7436.93,0,Regular Customers
13265,52,5,2092.66,0,Regular Customers
13266,10,12,3834.26,0,Regular Customers
13267,2,19,4521.49,0,Regular Customers
13268,17,11,3174.75,0,Regular Customers
13269,0,15,5343.28,0,Regular Customers
13270,365,1,590.0,2,Low-Value Customers
13271,36,1,211.49,0,Regular Customers
13272,30,2,276.56,0,Regular Customers
13273,112,1,138.98,0,Regular Customers
13276,63,2,590.9300000000001,0,Regular Customers
13277,15,4,258.4,0,Regular Customers
13278,40,1,542.73,0,Regular Customers
13279,77,1,137.75,0,Regular Customers
13280,121,3,798.46,0,Regular Customers
13282,17,3,1132.14,0,Regular Customers
13283,59,2,93.66,0,Regular Customers
13284,330,1,201.19,2,Low-Value Customers
13285,22,4,2709.12,0,Regular Customers
13291,155,1,361.11,2,Low-Value Customers
13292,38,2,578.9399999999999,0,Regular Customers
13294,189,2,873.74,2,Low-Value Customers
13295,359,1,201.2,2,Low-Value Customers
13296,136,1,87.4,0,Regular Customers
13297,7,4,2089.85,0,Regular Customers
13298,0,1,360.0,0,Regular Customers
13299,267,1,142.5,2,Low-Value Customers
13300,168,1,371.89,2,Low-Value Customers
13301,103,4,618.09,0,Regular Customers
13302,154,1,63.75,2,Low-Value Customers
13304,350,1,300.42,2,Low-Value Customers
13305,3,10,2000.86,0,Regular Customers
13307,119,1,15.0,0,Regular Customers
13308,22,3,1385.51,0,Regular Customers
13309,6,5,1456.79,0,Regular Customers
13310,27,3,1132.03,0,Regular Customers
13311,3,2,598.57,0,Regular Customers
13313,21,5,1555.32,0,Regular Customers
13314,1,3,775.94,0,Regular Customers
13316,36,4,5243.33,0,Regular Customers
13317,65,6,2273.68,0,Regular Customers
13318,0,3,640.76,0,Regular Customers
13319,4,26,10845.55,0,Regular Customers
13320,77,4,1532.2,0,Regular Customers
13321,71,2,567.36,0,Regular Customers
13322,16,1,199.48,0,Regular Customers
13323,2,5,787.85,0,Regular Customers
13324,35,10,7121.95,0,Regular Customers
13325,81,1,675.3,0,Regular Customers
13327,38,8,3627.77,0,Regular Customers
13328,315,1,1308.48,2,Low-Value Customers
13329,31,2,789.0,0,Regular Customers
13330,92,3,1140.93,0,Regular Customers
13332,13,1,350.9,0,Regular Customers
13334,81,3,3502.32,0,Regular Customers
13336,76,1,795.12,0,Regular Customers
13338,157,1,487.02,2,Low-Value Customers
13339,200,1,860.12,2,Low-Value Customers
13340,44,7,10736.48,0,Regular Customers
13341,260,1,775.85,2,Low-Value Customers
13343,177,1,353.43,2,Low-Value Customers
13344,67,3,2511.69,0,Regular Customers
13345,287,1,389.5,2,Low-Value Customers
13347,69,1,341.36,0,Regular Customers
13348,63,1,233.76,0,Regular Customers
13349,10,1,247.32,0,Regular Customers
13350,15,2,979.12,0,Regular Customers
13351,65,1,373.94,0,Regular Customers
13352,59,1,397.98,0,Regular Customers
13354,70,1,743.53,0,Regular Customers
13355,121,1,674.7,0,Regular Customers
13356,79,1,768.24,0,Regular Customers
13357,256,1,609.4,2,Low-Value Customers
13358,268,1,439.03,2,Low-Value Customers
13359,63,1,439.56,0,Regular Customers
13362,8,4,3090.74,0,Regular Customers
13363,17,2,992.5,0,Regular Customers
13364,70,1,134.95999999999998,0,Regular Customers
13365,33,2,2225.37,0,Regular Customers
13366,49,1,56.16,0,Regular Customers
13368,256,2,623.4,2,Low-Value Customers
13369,365,1,308.28000000000003,2,Low-Value Customers
13370,371,1,754.87,2,Low-Value Customers
13372,89,1,378.64,0,Regular Customers
13373,60,3,3312.25,0,Regular Customers
13375,88,1,778.65,0,Regular Customers
13376,98,3,1019.76,0,Regular Customers
13379,25,3,572.56,0,Regular Customers
13381,31,6,3639.31,0,Regular Customers
13382,280,1,222.99,2,Low-Value Customers
13384,30,7,4151.93,0,Regular Customers
13385,329,1,534.57,2,Low-Value Customers
13388,130,2,677.1,0,Regular Customers
13389,10,3,797.96,0,Regular Customers
13390,74,1,544.08,0,Regular Customers
13391,203,1,59.8,2,Low-Value Customers
13394,1,8,2520.02,0,Regular Customers
13395,184,1,307.72,2,Low-Value Customers
13396,28,2,1360.99,0,Regular Customers
13397,72,5,1544.13,0,Regular Customers
13398,191,1,457.34,2,Low-Value Customers
13402,126,2,621.23,0,Regular Customers
13403,17,1,75.0,0,Regular Customers
13404,0,2,252.49,0,Regular Customers
13405,73,3,572.451,0,Regular Customers
13408,1,62,28117.04,1,High-Value Customers
13410,23,5,1003.06,0,Regular Customers
13411,106,1,213.55,0,Regular Customers
13414,133,3,1390.5,0,Regular Customers
13416,43,2,712.5,0,Regular Customers
13417,4,2,640.83,0,Regular Customers
13418,11,18,6127.43,0,Regular Customers
13419,63,1,221.06,0,Regular Customers
13420,149,2,159.85,2,Low-Value Customers
13421,39,2,1833.71,0,Regular Customers
13422,63,1,2626.3,0,Regular Customers
13425,107,3,1624.21,0,Regular Customers
13426,0,10,3641.32,0,Regular Customers
13427,18,3,582.6,0,Regular Customers
13428,9,1,201.78,0,Regular Customers
13429,10,4,1006.8,0,Regular Customers
13430,18,2,679.45,0,Regular Customers
13431,66,2,1269.1,0,Regular Customers
13434,73,2,534.24,0,Regular Customers
13435,4,7,3809.89,0,Regular Customers
13436,1,1,196.89,0,Regular Customers
13437,13,7,3408.06,0,Regular Customers
13439,254,1,283.71,2,Low-Value Customers
13441,91,1,296.64,0,Regular Customers
13447,22,3,1129.14,0,Regular Customers
13448,16,6,3534.69,0,Regular Customers
13449,23,1,291.88,0,Regular Customers
13450,26,6,2043.72,0,Regular Customers
13451,25,5,2898.26,0,Regular Customers
13452,258,2,590.0,2,Low-Value Customers
13453,165,2,356.98,2,Low-Value Customers
13455,24,2,1058.34,0,Regular Customers
13456,17,6,1766.72,0,Regular Customers
13458,6,14,9646.57,0,Regular Customers
13460,28,2,183.44,0,Regular Customers
13461,38,3,1445.0,0,Regular Customers
13462,252,1,151.5,2,Low-Value Customers
13464,57,1,674.68,0,Regular Customers
13466,183,1,307.9,2,Low-Value Customers
13467,10,2,1071.91,0,Regular Customers
13468,1,37,5704.97,0,Regular Customers
13470,98,2,165.0,0,Regular Customers
13471,0,4,2501.84,0,Regular Customers
13473,60,2,422.64,0,Regular Customers
13474,235,1,226.84,2,Low-Value Customers
13475,190,4,1431.78,2,Low-Value Customers
13476,178,2,1238.47,2,Low-Value Customers
13477,37,6,1454.58,0,Regular Customers
13479,200,2,300.95,2,Low-Value Customers
13481,45,5,1804.56,0,Regular Customers
13482,231,1,184.64,2,Low-Value Customers
13483,65,1,140.34,0,Regular Customers
13484,240,1,313.8,2,Low-Value Customers
13485,232,1,454.24,2,Low-Value Customers
13486,77,3,1122.41,0,Regular Customers
13487,57,3,575.4,0,Regular Customers
13488,16,13,8968.31,0,Regular Customers
13489,104,4,449.52,0,Regular Customers
13491,51,10,1215.82,0,Regular Customers
13492,135,3,1269.84,0,Regular Customers
13493,274,2,618.63,2,Low-Value Customers
13494,311,1,316.26000000000005,2,Low-Value Customers
13495,7,5,2044.87,0,Regular Customers
13496,10,2,653.33,0,Regular Customers
13497,282,2,348.05,2,Low-Value Customers
13499,17,5,1159.11,0,Regular Customers
13500,22,3,1166.77,0,Regular Customers
13501,287,1,1340.32,2,Low-Value Customers
13502,16,3,292.0,0,Regular Customers
13503,70,1,216.85,0,Regular Customers
13504,63,1,295.93,0,Regular Customers
13505,72,4,4393.63,0,Regular Customers
13506,315,2,458.52,2,Low-Value Customers
13507,2,4,2479.16,0,Regular Customers
13508,243,1,110.97,2,Low-Value Customers
13509,8,7,979.72,0,Regular Customers
13510,0,4,1791.56,0,Regular Customers
13512,260,1,251.21,2,Low-Value Customers
13513,126,1,205.1,0,Regular Customers
13514,73,1,152.20000000000002,0,Regular Customers
13515,72,4,891.12,0,Regular Customers
13516,20,3,1389.41,0,Regular Customers
13517,59,3,2128.42,0,Regular Customers
13518,85,1,627.16,0,Regular Customers
13519,77,1,122.75,0,Regular Customers
13520,58,6,3624.35,0,Regular Customers
13521,0,3,1071.73,0,Regular Customers
13522,29,1,125.8,0,Regular Customers
13523,32,5,3964.88,0,Regular Customers
13524,40,5,680.1800000000001,0,Regular Customers
13525,14,2,628.78,0,Regular Customers
13527,33,7,2242.36,0,Regular Customers
13529,78,2,307.76,0,Regular Customers
13531,204,2,483.8,2,Low-Value Customers
13532,33,1,210.31,0,Regular Customers
13533,182,3,269.09,2,Low-Value Customers
13534,1,25,5870.08,0,Regular Customers
13536,0,7,3444.39,0,Regular Customers
13538,42,7,1280.85,0,Regular Customers
13539,85,3,631.34,0,Regular Customers
13544,39,2,276.06,0,Regular Customers
13546,11,3,621.09,0,Regular Customers
13548,95,2,678.16,0,Regular Customers
13549,25,7,918.2,0,Regular Customers
13551,318,1,91.8,2,Low-Value Customers
13552,65,12,3740.07,0,Regular Customers
13555,73,4,4098.88,0,Regular Customers
13557,27,2,584.06,0,Regular Customers
13558,5,4,594.52,0,Regular Customers
13560,6,1,171.42000000000002,0,Regular Customers
13561,215,1,141.86,2,Low-Value Customers
13562,81,3,1799.33,0,Regular Customers
13563,83,2,777.53,0,Regular Customers
13564,143,3,1724.67,0,Regular Customers
13565,18,2,240.22,0,Regular Customers
13566,40,2,856.84,0,Regular Customers
13568,172,1,187.05,2,Low-Value Customers
13569,16,2,338.62,0,Regular Customers
13570,242,1,239.49,2,Low-Value Customers
13571,12,12,2088.94,0,Regular Customers
13572,205,1,1384.25,2,Low-Value Customers
13573,49,2,290.25,0,Regular Customers
13575,22,5,732.0699999999999,0,Regular Customers
13576,9,18,6717.34,0,Regular Customers
13577,24,4,1687.6,0,Regular Customers
13579,14,2,467.04,0,Regular Customers
13581,308,1,118.0,2,Low-Value Customers
13583,155,1,781.03,2,Low-Value Customers
13584,306,1,142.4,2,Low-Value Customers
13587,63,1,712.4,0,Regular Customers
13588,15,9,2478.95,0,Regular Customers
13589,14,2,379.65,0,Regular Customers
13590,10,6,1981.92,0,Regular Customers
13591,64,3,1117.13,0,Regular Customers
13592,35,4,247.96,0,Regular Customers
13593,107,5,2011.88,0,Regular Customers
13594,52,1,396.97,0,Regular Customers
13596,5,2,664.11,0,Regular Customers
13598,46,1,160.04,0,Regular Customers
13599,0,21,5149.92,0,Regular Customers
13600,311,1,219.52,2,Low-Value Customers
13601,44,2,693.32,0,Regular Customers
13602,64,1,428.89,0,Regular Customers
13603,25,1,164.34,0,Regular Customers
13606,28,3,276.75,0,Regular Customers
13607,39,1,675.51,0,Regular Customers
13610,11,7,1082.33,0,Regular Customers
13611,88,3,1154.4,0,Regular Customers
13614,23,4,1585.46,0,Regular Customers
13615,318,1,417.69,2,Low-Value Customers
13617,39,3,544.18,0,Regular Customers
13618,173,1,177.34,2,Low-Value Customers
13621,116,1,213.85,0,Regular Customers
13623,30,5,727.74,0,Regular Customers
13626,252,1,257.23,2,Low-Value Customers
13627,58,5,1638.47,0,Regular Customers
13629,22,11,7792.36,0,Regular Customers
13630,4,7,2031.78,0,Regular Customers
13631,99,11,3070.42,0,Regular Customers
13632,24,5,2118.93,0,Regular Customers
13634,32,5,1547.36,0,Regular Customers
13635,67,1,1071.03,0,Regular Customers
13636,36,5,949.12,0,Regular Customers
13637,51,3,804.3,0,Regular Customers
13638,15,1,122.64,0,Regular Customers
13639,73,1,1033.34,0,Regular Customers
13642,215,1,312.28,2,Low-Value Customers
13643,30,3,519.44,0,Regular Customers
13644,15,4,2624.26,0,Regular Customers
13645,119,1,252.1,0,Regular Customers
13647,9,4,1648.12,0,Regular Customers
13649,256,2,346.6,2,Low-Value Customers
13650,16,6,1836.34,0,Regular Customers
13651,34,2,94.2,0,Regular Customers
13652,45,3,1095.08,0,Regular Customers
13654,42,6,2707.33,0,Regular Customers
13655,113,2,932.97,0,Regular Customers
13656,164,2,379.65,2,Low-Value Customers
13657,10,2,382.14,0,Regular Customers
13658,9,5,2639.17,0,Regular Customers
13659,205,2,1563.0,2,Low-Value Customers
13662,85,3,881.26,0,Regular Customers
13663,178,1,189.47,2,Low-Value Customers
13666,59,3,84.65,0,Regular Customers
13667,148,1,299.05,2,Low-Value Customers
13668,2,21,6309.83,0,Regular Customers
13669,50,2,218.55,0,Regular Customers
13670,74,1,349.7,0,Regular Customers
13672,300,2,186.39,2,Low-Value Customers
13673,18,2,387.44,0,Regular Customers
13675,150,2,486.8200000000001,2,Low-Value Customers
13678,151,1,232.6,2,Low-Value Customers
13680,0,4,3719.12,0,Regular Customers
13681,17,4,827.83,0,Regular Customers
13682,186,1,59.5,2,Low-Value Customers
13684,285,1,65.13,2,Low-Value Customers
13685,2,7,2651.44,0,Regular Customers
13686,182,1,72.0,2,Low-Value Customers
13689,62,1,910.0,0,Regular Customers
13690,58,1,172.25,0,Regular Customers
13692,24,3,1488.32,0,Regular Customers
13694,3,49,64640.74,1,High-Value Customers
13695,30,15,2504.13,0,Regular Customers
13697,38,1,151.29999999999998,0,Regular Customers
13699,154,1,308.58000000000004,2,Low-Value Customers
13700,25,10,2248.63,0,Regular Customers
13703,317,1,99.5,2,Low-Value Customers
13704,4,9,2308.06,0,Regular Customers
13705,7,3,711.86,0,Regular Customers
13706,302,1,330.79,2,Low-Value Customers
13707,266,2,806.41,2,Low-Value Customers
13708,270,1,285.33,2,Low-Value Customers
13709,3,13,6307.650000000001,0,Regular Customers
13710,31,1,180.48,0,Regular Customers
13711,218,2,252.06,2,Low-Value Customers
13712,246,1,228.84,2,Low-Value Customers
13715,280,5,1077.39,2,Low-Value Customers
13716,268,1,138.28,2,Low-Value Customers
13717,31,6,1445.01,0,Regular Customers
13718,245,2,306.55,2,Low-Value Customers
13719,14,5,1041.68,0,Regular Customers
13720,116,4,799.9,0,Regular Customers
13721,35,1,524.14,0,Regular Customers
13722,131,3,2375.41,0,Regular Customers
13723,216,1,199.85,2,Low-Value Customers
13725,49,8,1980.56,0,Regular Customers
13726,38,2,1079.66,0,Regular Customers
13727,28,2,333.48,0,Regular Customers
13728,36,6,1016.14,0,Regular Customers
13730,135,2,752.6,0,Regular Customers
13731,218,2,610.59,2,Low-Value Customers
13732,27,1,491.86,0,Regular Customers
13735,24,4,2883.54,0,Regular Customers
13736,4,2,729.8,0,Regular Customers
13737,199,1,339.6,2,Low-Value Customers
13739,17,1,216.9,0,Regular Customers
13740,240,1,350.75,2,Low-Value Customers
13741,71,3,668.4300000000001,0,Regular Customers
13742,16,12,3107.87,0,Regular Customers
13743,2,7,1341.6,0,Regular Customers
13744,94,2,1080.52,0,Regular Customers
13745,161,1,300.04,2,Low-Value Customers
13747,373,1,79.6,2,Low-Value Customers
13748,95,5,948.25,0,Regular Customers
13750,53,5,1647.26,0,Regular Customers
13751,287,1,296.25,2,Low-Value Customers
13752,123,6,1175.38,0,Regular Customers
13753,287,1,741.26,2,Low-Value Customers
13754,151,2,282.6,2,Low-Value Customers
13755,3,9,2108.06,0,Regular Customers
13756,1,14,5189.52,0,Regular Customers
13758,11,7,3190.55,0,Regular Customers
13759,32,2,659.4100000000001,0,Regular Customers
13760,53,2,286.79,0,Regular Customers
13761,49,2,1070.65,0,Regular Customers
13762,218,1,306.72,2,Low-Value Customers
13763,62,1,1714.96,0,Regular Customers
13764,70,3,1519.42,0,Regular Customers
13767,1,37,17220.36,0,Regular Customers
13769,1,10,2796.51,0,Regular Customers
13771,63,4,2634.45,0,Regular Customers
13772,33,3,1122.63,0,Regular Customers
13774,81,1,345.0,0,Regular Customers
13777,0,33,25977.16,0,Regular Customers
13778,102,1,178.7,0,Regular Customers
13780,6,2,360.01,0,Regular Customers
13781,250,1,127.84,2,Low-Value Customers
13782,12,6,908.86,0,Regular Customers
13784,9,11,2462.79,0,Regular Customers
13786,366,1,230.4,2,Low-Value Customers
13787,75,2,309.04,0,Regular Customers
13790,3,1,348.8,0,Regular Customers
13791,127,2,1516.0,0,Regular Customers
13792,65,2,195.55,0,Regular Customers
13798,0,57,37153.85,1,High-Value Customers
13799,116,2,688.86,0,Regular Customers
13800,309,1,558.32,2,Low-Value Customers
13801,66,1,324.8,0,Regular Customers
13802,138,3,4599.42,0,Regular Customers
13803,254,1,277.07,2,Low-Value Customers
13804,30,7,2588.39,0,Regular Customers
13805,51,2,924.6,0,Regular Customers
13806,63,1,256.38,0,Regular Customers
13807,366,1,112.6,2,Low-Value Customers
13808,5,5,1747.66,0,Regular Customers
13809,304,1,155.05,2,Low-Value Customers
13810,28,3,1499.01,0,Regular Customers
13811,183,3,814.5,2,Low-Value Customers
13812,41,3,539.0,0,Regular Customers
13813,39,4,1366.86,0,Regular Customers
13814,91,2,1579.12,0,Regular Customers
13815,21,4,4027.36,0,Regular Customers
13816,23,2,571.6700000000001,0,Regular Customers
13817,28,2,382.98,0,Regular Customers
13819,301,3,1140.35,2,Low-Value Customers
13821,144,2,385.64,2,Low-Value Customers
13822,5,2,632.0,0,Regular Customers
13823,18,2,957.66,0,Regular Customers
13824,32,5,1698.94,0,Regular Customers
13826,175,1,189.5,2,Low-Value Customers
13827,57,3,409.8,0,Regular Customers
13828,21,1,209.49,0,Regular Customers
13831,15,6,2198.45,0,Regular Customers
13832,18,1,52.2,0,Regular Customers
13833,158,1,383.85,2,Low-Value Customers
13835,24,4,834.57,0,Regular Customers
13837,211,2,266.59000000000003,2,Low-Value Customers
13838,5,4,674.82,0,Regular Customers
13841,252,1,85.0,2,Low-Value Customers
13842,58,9,3385.62,0,Regular Customers
13844,10,1,361.62,0,Regular Customers
13845,64,1,312.98,0,Regular Customers
13846,24,3,865.0600000000001,0,Regular Customers
13848,297,1,135.0,2,Low-Value Customers
13849,51,2,1537.95,0,Regular Customers
13850,128,1,1595.48,0,Regular Customers
13851,95,3,2651.46,0,Regular Customers
13853,56,1,1090.14,0,Regular Customers
13854,8,25,8109.519999999999,0,Regular Customers
13856,168,3,388.5,2,Low-Value Customers
13858,56,1,216.17,0,Regular Customers
13859,325,1,201.16,2,Low-Value Customers
13860,0,5,1245.9,0,Regular Customers
13862,17,8,2209.36,0,Regular Customers
13863,247,1,305.78,2,Low-Value Customers
13865,57,4,501.56,0,Regular Customers
13866,73,1,145.67000000000002,0,Regular Customers
13867,30,3,1005.09,0,Regular Customers
13868,38,1,507.54,0,Regular Customers
13869,122,4,3083.65,0,Regular Customers
13870,1,8,2770.94,0,Regular Customers
13871,22,13,6403.25,0,Regular Customers
13873,119,3,389.6,0,Regular Customers
13874,357,1,540.45,2,Low-Value Customers
13875,53,5,1786.79,0,Regular Customers
13876,63,1,122.7,0,Regular Customers
13877,85,1,117.24,0,Regular Customers
13878,54,1,1271.57,0,Regular Customers
13880,20,13,3219.77,0,Regular Customers
13881,3,20,17159.52,0,Regular Customers
13882,2,5,1191.13,0,Regular Customers
13883,10,5,2674.48,0,Regular Customers
13884,6,5,787.6,0,Regular Customers
13885,188,2,506.8,2,Low-Value Customers
13886,70,1,243.56,0,Regular Customers
13887,203,1,349.55,2,Low-Value Customers
13888,119,2,595.67,0,Regular Customers
13889,92,1,416.9,0,Regular Customers
13890,0,10,1883.81,0,Regular Customers
13892,26,4,632.97,0,Regular Customers
13893,297,1,821.1,2,Low-Value Customers
13894,23,3,564.62,0,Regular Customers
13895,27,4,2593.07,0,Regular Customers
13897,49,1,311.16,0,Regular Customers
13898,325,1,155.93,2,Low-Value Customers
13899,15,2,388.52,0,Regular Customers
13900,182,3,740.95,2,Low-Value Customers
13901,71,5,2867.2,0,Regular Customers
13904,36,2,332.64,0,Regular Customers
13908,79,4,2369.55,0,Regular Customers
13911,56,9,2580.91,0,Regular Customers
13914,11,2,626.45,0,Regular Customers
13917,49,2,272.04,0,Regular Customers
13918,49,2,1212.84,0,Regular Customers
13919,58,2,384.81,0,Regular Customers
13922,351,1,172.25,2,Low-Value Customers
13923,53,1,351.13,0,Regular Customers
13924,1,6,1838.85,0,Regular Customers
13925,92,4,678.25,0,Regular Customers
13926,22,1,223.85,0,Regular Customers
13927,74,1,348.99,0,Regular Customers
13928,10,4,464.57,0,Regular Customers
13929,168,2,842.65,2,Low-Value Customers
13930,57,2,337.34,0,Regular Customers
13931,95,2,1237.53,0,Regular Customers
13932,294,1,307.4,2,Low-Value Customers
13933,108,2,608.7900000000001,0,Regular Customers
13934,263,1,922.1,2,Low-Value Customers
13936,179,1,376.58,2,Low-Value Customers
13937,168,1,158.85,2,Low-Value Customers
13938,34,1,71.66,0,Regular Customers
13939,22,3,568.55,0,Regular Customers
13940,16,4,839.14,0,Regular Customers
13941,21,5,5112.96,0,Regular Customers
13946,78,3,561.5699999999999,0,Regular Customers
13947,64,1,90.6,0,Regular Customers
13948,360,1,102.0,2,Low-Value Customers
13949,2,6,2427.32,0,Regular Customers
13950,10,4,745.06,0,Regular Customers
13951,175,3,674.45,2,Low-Value Customers
13952,217,2,3251.071,2,Low-Value Customers
13953,6,7,3515.68,0,Regular Customers
13954,1,2,439.92,0,Regular Customers
13955,153,2,322.96,2,Low-Value Customers
13956,4,5,1019.27,0,Regular Customers
13959,78,3,594.04,0,Regular Customers
13960,20,2,230.22,0,Regular Customers
13962,21,2,169.55,0,Regular Customers
13963,307,4,664.54,2,Low-Value Customers
13967,145,1,80.7,2,Low-Value Customers
13969,6,18,9024.17,0,Regular Customers
13971,18,8,2758.26,0,Regular Customers
13972,70,2,190.25,0,Regular Customers
13973,286,1,264.7,2,Low-Value Customers
13974,48,1,413.59,0,Regular Customers
13975,30,6,2461.24,0,Regular Customers
13976,206,1,357.98,2,Low-Value Customers
13978,14,2,196.79,0,Regular Customers
13979,72,1,869.87,0,Regular Customers
13980,59,1,200.14,0,Regular Customers
13982,38,4,1871.81,0,Regular Customers
13983,29,12,2603.43,0,Regular Customers
13984,26,5,920.51,0,Regular Customers
13985,3,15,7060.13,0,Regular Customers
13986,16,1,320.46,0,Regular Customers
13988,19,6,4147.96,0,Regular Customers
13989,65,2,1266.08,0,Regular Customers
13990,212,1,311.3,2,Low-Value Customers
13991,11,6,852.88,0,Regular Customers
13992,29,1,76.8,0,Regular Customers
13993,42,9,3466.36,0,Regular Customers
13994,3,6,2274.14,0,Regular Customers
13995,14,5,1393.69,0,Regular Customers
13999,9,12,3901.81,0,Regular Customers
14000,210,1,635.66,2,Low-Value Customers
14001,45,3,2043.08,0,Regular Customers
14002,133,2,529.73,0,Regular Customers
14004,42,7,4582.64,0,Regular Customers
14005,9,5,2874.72,0,Regular Customers
14006,115,3,962.19,0,Regular Customers
14009,197,2,695.61,2,Low-Value Customers
14012,277,1,328.8,2,Low-Value Customers
14013,109,3,473.02,0,Regular Customers
14014,76,1,505.18,0,Regular Customers
14015,52,1,917.34,0,Regular Customers
14016,161,4,4341.21,2,Low-Value Customers
14019,46,3,1421.61,0,Regular Customers
14020,16,2,642.8,0,Regular Customers
14021,154,3,631.9,2,Low-Value Customers
14022,224,1,440.0,2,Low-Value Customers
14023,6,2,584.07,0,Regular Customers
14024,121,2,327.7,0,Regular Customers
14027,60,1,104.82,0,Regular Customers
14029,62,2,467.66,0,Regular Customers
14030,17,8,2358.84,0,Regular Customers
14031,6,19,17286.86,0,Regular Customers
14032,1,11,2975.59,0,Regular Customers
14034,21,3,648.89,0,Regular Customers
14035,28,5,1428.02,0,Regular Customers
14036,284,1,626.65,2,Low-Value Customers
14037,175,2,147.20000000000002,2,Low-Value Customers
14038,77,3,1560.38,0,Regular Customers
14039,32,1,152.2,0,Regular Customers
14040,40,12,3560.32,0,Regular Customers
14041,265,1,141.41,2,Low-Value Customers
14044,26,4,646.42,0,Regular Customers
14045,108,4,1659.75,0,Regular Customers
14046,283,1,154.99,2,Low-Value Customers
14047,8,5,1308.61,0,Regular Customers
14048,304,1,409.93,2,Low-Value Customers
14049,16,4,5578.72,0,Regular Customers
14050,31,2,746.36,0,Regular Customers
14051,0,23,15610.39,0,Regular Customers
14052,19,1,225.36,0,Regular Customers
14053,123,2,260.25,0,Regular Customers
14054,64,1,92.46,0,Regular Customers
14055,105,1,725.6400000000001,0,Regular Customers
14056,0,23,8152.71,0,Regular Customers
14057,23,17,6211.66,0,Regular Customers
14059,266,1,183.6,2,Low-Value Customers
14060,4,19,6140.42,0,Regular Customers
14062,9,12,10464.85,0,Regular Customers
14064,28,5,1334.34,0,Regular Customers
14066,266,1,152.55,2,Low-Value Customers
14067,63,2,374.7,0,Regular Customers
14068,319,1,265.85,2,Low-Value Customers
14071,3,8,1437.57,0,Regular Customers
14073,31,1,151.04,0,Regular Customers
14075,4,3,942.26,0,Regular Customers
14076,128,1,118.67,0,Regular Customers
14077,40,5,499.42,0,Regular Customers
14078,101,6,1049.37,0,Regular Customers
14079,124,1,375.1,0,Regular Customers
14080,32,1,45.6,0,Regular Customers
14081,301,2,921.62,2,Low-Value Customers
14082,364,1,182.25,2,Low-Value Customers
14083,3,9,1002.9,0,Regular Customers
14085,1,18,4421.29,0,Regular Customers
14087,2,1,191.47,0,Regular Customers
14088,9,13,50491.81,0,Regular Customers
14089,56,1,158.75,0,Regular Customers
14090,324,1,76.32000000000001,2,Low-Value Customers
14092,7,14,4076.91,0,Regular Customers
14093,11,1,433.86,0,Regular Customers
14096,3,17,65164.79,1,High-Value Customers
14098,36,1,147.35,0,Regular Customers
14099,15,11,3104.17,0,Regular Customers
14100,137,1,191.95,2,Low-Value Customers
14101,73,6,5112.79,0,Regular Customers
14102,4,5,1105.88,0,Regular Customers
14104,154,2,216.21,2,Low-Value Customers
14105,238,1,1266.23,2,Low-Value Customers
14107,51,7,2703.23,0,Regular Customers
14108,30,2,597.91,0,Regular Customers
14109,72,1,144.2,0,Regular Customers
14110,3,12,5683.15,0,Regular Customers
14111,13,4,692.85,0,Regular Customers
14112,22,7,2915.15,0,Regular Customers
14113,3,4,1840.42,0,Regular Customers
14114,273,2,386.53,2,Low-Value Customers
14116,19,5,1382.74,0,Regular Customers
14117,143,1,90.0,2,Low-Value Customers
14121,3,4,2780.15,0,Regular Customers
14124,83,1,419.58,0,Regular Customers
14125,10,3,2720.63,0,Regular Customers
14126,7,3,706.1300000000001,0,Regular Customers
14127,122,3,709.71,0,Regular Customers
14128,60,2,637.5,0,Regular Customers
14129,1,5,1123.86,0,Regular Customers
14130,318,1,480.91,2,Low-Value Customers
14132,1,11,3586.03,0,Regular Customers
14133,129,3,605.64,0,Regular Customers
14135,1,15,4690.31,0,Regular Customers
14138,1,2,965.88,0,Regular Customers
14139,45,1,415.82,0,Regular Customers
14140,3,2,935.05,0,Regular Customers
14141,2,4,915.13,0,Regular Customers
14142,372,1,311.81,2,Low-Value Customers
14143,133,1,115.8,0,Regular Customers
